synthetic_1521517986048;356152,48298,476,324203,6317220,1000,1281261,-5491206,1000,349342,285681,1000,6892705,2529252,1000,659789,1914354,1000,-4320007,-1992000,1000,-2034089,2915086,1000,6035190,-5771711,1000,-7946572,8011063,1000,6251158,-7717875,1000,-7284562,8757897,1000,7730808,-6272203,1000,-7922972,-1333244,1000,8112884,811647,1000,-4381817,-775760,1000,4260578,1114439,1000,-5268141,-2814993,1000,-2909501,6763909,1000,8185424,-705650,1000,-2749203,-3363632,1000,-615142,1379214,1000,2688480,3251446,1000,872374,-5472607,1000,-3822787,4345339,1000,-2980602,1855835,1000,2908122,-7610851,1000,408039,5150363,1000,-4722576,3600170,1000,6925498,-8559805,1000,-5964112,1275246,1000,-872957,5352062,1000,1996447,-3443491,1000,6954496,3869874,1000,-1472523,-6978868,1000,-571611,5907144,1000,90528,-232057,1000,463172,-119316,1000,-5887409,954992,1000,6486194,-1744743,1000,514118,-1976570,1000,-6927681,-1189794,1000,7245405,4124293,1000,-7662638,-1839755,1000,3215078,-1453938,1000,2364772,3843919,1000,-5974258,2222070,1000,4471205,-2925555,1000,2963078,-6321852,1000,-6352100,9028905,1000,1715939,-1937938,1000,2046044,-666954,1000,2336201,177639,1000,-5094475,-3819879,1000,3978444,5727662,1000,-7142270,-6696462,1000,4990742,3250871,1000,4064320,-195736,1000,-7040917,2519710,1000,4185137,-5384768,1000,2339227,3446633,1000,-8300349,-1833792,1000,1341049,2828098,1000,637614,-406137,1000,6761619,-5463423,1000
synthetic_1521517986558;8982031,1742996,31,-7870632,7026268,1000,4474732,506939,1000,-2743967,-4649467,1000,6847439,-1304795,1000,-4894181,6380143,1000,1184855,-213393,1000,2576173,-2412438,1000,-7399185,2757086,1000,146900,-9396121,1000,3648570,4836496,1000,4658879,-3477394,1000,-1083682,-1448341,1000,-927681,1631471,1000,266774,5225272,1000,-2958561,-1051798,1000,-301614,72256,1000,4673755,-3282481,1000,-6163084,2316388,1000,1373388,-4192179,1000,-3902499,7031339,1000,6199032,-6272714,1000,-411586,3691456,1000
synthetic_1521517986566;7933494,8976240,73,-6286777,-6493145,1000,1626302,5434947,1000,3176409,-2112817,1000,-2356794,664679,1000,4461723,-2541650,1000,908063,405214,1000,-5631800,3666795,1000,3439686,1649280,1000,-5639727,-1554759,1000,7878664,616852,1000,-3787889,-3657967,1000,2204334,3489014,1000,-2263076,-6847273,1000,2888806,1859374,1000,813196,5804865,1000,-2159449,-2580354,1000,-1549026,-5971806,1000,-2478630,8677230,1000,-2827360,-4876223,1000,4651774,-4216063,1000,-4486158,8926755,1000,-48940,-2163860,1000,8981476,838712,1000,-6610385,288028,1000,6336903,-3413129,1000,-2537735,-1599237,1000,1603790,3148610,1000
synthetic_1521517986573;9994823,8410992,766,-749892,-3451308,1000,-8625656,4116512,1000,7351084,-1262868,1000,-1215434,-1773456,1000,2629710,3245779,1000,335668,-7982752,1000,-8408259,5402304,1000,5739540,-2498626,1000,-4221351,2907788,1000,-460384,-47301,1000,2059241,-6997840,1000,-3000199,1890079,1000,137623,1173368,1000,4038348,6859643,1000,2067528,-3135619,1000,-3612640,-515185,1000,5594327,-86631,1000,-7310205,-964819,1000,5177233,-5256314,1000,777203,9546415,1000,1575513,-2398528,1000,-4097453,304724,1000,2913724,-4579993,1000,-5766203,6290564,1000,-2827723,-6828845,1000,4445223,-1042417,1000,-1919140,-154508,1000,4774535,3504031,1000,-6576476,1483987,1000,2445277,-424885,1000,-3204560,2965330,1000,6885164,-1884004,1000,882657,-1465751,1000,-2297742,-2123539,1000,2367365,4337425,1000,-7087861,849435,1000,5592465,-5485124,1000,2440523,6706857,1000,-5849502,-4324134,1000,6456939,2077614,1000,-3406802,-7130260,1000,-2373579,1293530,1000,4489224,3443251,1000,897350,1010629,1000,-1911135,3457253,1000,-6025104,-8105847,1000,6885724,4616838,1000,-3839326,-3662956,1000,-603272,-2049698,1000,2770576,1962898,1000,-1487063,3753504,1000,-3126084,-3554405,1000,5804995,5597503,1000,-371701,-40931,1000,198236,-521449,1000,-4984090,-2648010,1000,3463725,-2529201,1000,-5681911,2923285,1000,7002808,-1476666,1000,196403,-3544236,1000,1433922,7324368,1000,-220403,-53718,1000,-7478270,-4563282,1000,687095,252228,1000,4019850,-2810119,1000,3450985,3655252,1000,29747,-3904638,1000,-1670379,4124497,1000,-3490464,-4166940,1000,4037273,7842797,1000,-6402230,-6862169,1000,445498,2340579,1000,7448484,-1803409,1000,-3156875,-636570,1000,2305049,1447535,1000,-8126975,6380563,1000,571593,-6045648,1000,795099,2422674,1000,672079,1809503,1000,256120,-281123,1000,-481727,3301965,1000,278354,-6616262,1000,-1560813,865974,1000,7710137,-2813387,1000,-1544238,8108689,1000,-5087203,-5783243,1000,2815829,5495824,1000,1989608,-2961047,1000,1735658,-3444367,1000,393685,2715622,1000,-3674400,-257176,1000,282961,3852651,1000
synthetic_1521517986593;5045405,6113733,150,3371926,2417709,1000,-1240827,378610,1000,-4177573,-4112583,1000,4547443,-3320724,1000,-1350515,3499104,1000,991390,-3525476,1000,2127844,7746233,1000,-44580,-3951822,1000,526302,-2541750,1000,-1617502,3242602,1000,-3681761,-1126058,1000,-1187557,-1302138,1000,2521580,1632568,1000,-4282370,497384,1000,3426971,-644416,1000,-4194486,408654,1000,6004202,-2226932,1000,-5031343,5688607,1000,1308177,-8369773,1000,4094146,1204745,1000,-2763038,4890549,1000,475601,2404177,1000
synthetic_1521517986598;6997282,6480539,397,1891477,1525668,1000,-1369972,-3421797,1000,1275278,826294,1000,373830,3675722,1000,158825,-4432191,1000,-4814634,-1470888,1000,-35168,3835208,1000,2619738,-609940,1000,-4419132,-252212,1000,3319205,-1047154,1000,-3921922,-1171233,1000,-923252,3786237,1000,727280,929393,1000,5572532,-3003864,1000,-5053734,-244620,1000,307667,1682437,1000,2843296,1324746,1000,2790918,-1465150,1000,53140,1967469,1000,-6434706,-8306381,1000,2593137,-241512,1000,3192674,2782419,1000,-5501890,1556950,1000,1845894,3801862,1000,-975841,1105800,1000,4688939,-4646644,1000,-4757388,1927035,1000,-2242831,-2555702,1000,3876694,2029258,1000,3580741,-4093174,1000,-6735315,5725369,1000,5325645,-1756405,1000,-1635393,1139494,1000,2757999,-1504682,1000,-7253254,263501,1000,2868542,1506043,1000,5551531,1704713,1000,-7474522,-7256613,1000,2421565,4547666,1000,55074,612212,1000,1447841,-4965987,1000,-2819294,3981470,1000,2201450,-3954085,1000,2282218,-1574819,1000,-2046704,2659549,1000,468831,459785,1000,-1784373,5316553,1000,5489926,-158653,1000,-9229594,-4557474,1000,3039450,-4232690,1000,-619175,6622929,1000,4540798,-6391176,1000,-4586508,7728004,1000,5030370,-5419171,1000,-1369924,2659529,1000,-1710799,1538401,1000,4438462,-5326448,1000,-3096667,-130928,1000,1924698,1514414,1000,-5535155,3232097,1000,-981729,876709,1000,1656696,-323078,1000
synthetic_1521517986609;8551083,5258065,920,-2010904,-1573701,1000,1540063,1614703,1000,-6808830,-571951,1000,2396045,-2729630,1000,-2507783,2502540,1000,2395861,3177549,1000,799892,-1898719,1000,-2157732,78117,1000,4336592,2651020,1000,-1247115,-3980154,1000,4234144,-1599073,1000,-8434619,5656470,1000,6207142,-2144531,1000,-7203222,2309751,1000,938707,-3159105,1000,1181307,-4642999,1000,1843733,3534370,1000,342482,1288804,1000
synthetic_1521517986612;1889009,2400606,517,4315870,-1413587,1000,-3066367,4161595,1000,2669887,-30522,1000,-3958405,-1459303,1000,518083,609746,1000,7193902,5440529,1000,-2915486,-8955531,1000,2072799,3809176,1000,11027,-2579910,1000,555307,-1129341,1000,-2991093,3099979,1000,-4691639,-1848617,1000,6333278,2992649,1000,-3511538,-3940406,1000,1026614,2460808,1000,4382765,2393815,1000,-6091167,-4047129,1000,2359783,5937499,1000,-2677192,-1220254,1000,2029079,-4921632,1000,3675315,-1258971,1000,-2959338,3172163,1000,-155287,2585943,1000,1485959,-2848196,1000,557883,5575626,1000,-6606436,-6335860,1000,2870244,694615,1000,3344125,-2202177,1000,-4086158,7340639,1000,2760107,-4753019,1000,-2890156,-2396937,1000,5957270,-463299,1000,-1927049,1521580,1000,-5423918,1717535,1000,466518,998027,1000,2542441,717505,1000,4098445,-4684609,1000,-5761583,8321336,1000,6579085,-500620,1000,-1905139,-6472105,1000,-4106241,39164,1000,2349117,6818057,1000,-5726381,-9234878,1000,9242202,5646488,1000,-6220059,-5037303,1000,-1538863,8252050,1000,1048097,-1917267,1000,163331,-6337176,1000,668784,8689864,1000,2451213,-8447035,1000,-6284739,3571834,1000,7696478,-3610117,1000,-43340,6213829,1000,-3355344,-3908557,1000,-671340,6123187,1000,-1238113,-3805796,1000,264039,-228923,1000,1817084,-3685113,1000,-483076,2199010,1000,3223896,-3531433,1000,145742,1619272,1000,198120,6588314,1000,1351213,-2380362,1000,-4682504,3372257,1000,-4103136,-3136042,1000,8602035,-5634710,1000,-2129106,8461493,1000,-3235689,-36087,1000,5579422,-5540932,1000,-5189652,-186075,1000,1392397,-808593,1000,4703060,851939,1000,-7605292,4506274,1000,331373,22966,1000,2726299,-3837762,1000,-2440540,5487514,1000,526320,-21831,1000,2661737,-4087037,1000,-572410,-5405150,1000,1980574,8225162,1000,-3421069,990257,1000,174823,-22498,1000,-3795848,-2828600,1000
synthetic_1521517986623;4227824,9521703,23,2761191,-7020470,1000,608444,2364956,1000,-2730707,2678022,1000,3773581,-5714547,1000,1345939,7727752,1000,-2862615,-9369550,1000,2349343,5410311,1000,-5981100,-854214,1000,-591977,-1941889,1000,2865433,6581948,1000,-1261108,-4226971,1000,2439194,1086570,1000,-373478,1145329,1000,-2264109,-4718734,1000,4212972,-838669,1000,-6074655,7976936,1000,-1221130,-8730445,1000,2635383,762886,1000,3727632,3356327,1000,-3068427,-1013658,1000,4016027,3163063,1000,-1623435,-5079762,1000,1305452,3458705,1000,1584110,4198370,1000,-6360384,-6937949,1000,-1285986,4878267,1000,-2014468,-1410069,1000,8385580,1773365,1000,-4494008,-4411507,1000,518338,-3022630,1000,-1037078,8486027,1000,640074,-9215121,1000,-3817705,4587100,1000,4233479,-4506372,1000,3042515,8108940,1000,-6276067,-2145038,1000,3979430,-3957668,1000,-2257778,4220382,1000,-2467610,-1599532,1000,4327233,-4286727,1000,-1012986,1200500,1000,-3235094,-963856,1000,1701593,1303776,1000,2790980,1805022,1000,3235265,-1978048,1000,-5083657,-416188,1000,1927402,7177499,1000,1664993,-4927261,1000,-5891138,-911683,1000
synthetic_1521517986628;9215655,3688837,904,-6388495,-963135,1000,4137732,4089854,1000,-4514014,-5876889,1000,-691292,7580634,1000,1779455,-699813,1000,289822,-4982141,1000,2833246,1394170,1000,-2762560,-2372444,1000,5774500,3601081,1000,-4109204,2187152,1000,-3111373,-1906246,1000,4889914,3256140,1000,-3650291,-7459395,1000,-1704304,-786342,1000,-1619872,5521655,1000,9274093,603965,1000,-8058028,-891607,1000,5437562,-4927957,1000,-5906019,5155336,1000,5868161,-6047230,1000,179114,5132407,1000,-5621998,1358445,1000,2038982,1608446,1000,3093942,-2609409,1000,-2517286,2777496,1000,4984699,-7116717,1000,-8730966,-299321,1000,3479778,3866488,1000,-108396,-782210,1000,1860903,-280872,1000,-511114,3763951,1000,4637849,-237162,1000,-1768892,2607921,1000,-2348155,-1171328,1000,1568083,-2690078,1000,-6819046,3110201,1000,752954,-2521922,1000,853117,-6602238,1000,2088118,1183824,1000,4703740,3569789,1000,-3629093,-2322121,1000,1246018,-2001480,1000,-4952220,8329635,1000,2953393,-7691520,1000,1617091,4994080,1000,-3915174,-2292466,1000,3851709,3291573,1000,1314769,-108565,1000,-5555972,1567112,1000,161043,-695868,1000,4707162,-5423082,1000,-265010,317283,1000,-2002631,4231440,1000,2869593,2673732,1000,-3446029,-1994839,1000,212482,-679109,1000,-2515663,-1095247,1000,5401957,541277,1000,652702,-831508,1000,-6024518,-4931305,1000,3262862,3150986,1000,1191281,4659732,1000,2956037,-6871398,1000,-6525021,-628368,1000,3276438,5042165,1000,2734422,-3421323,1000,-7611663,-525183,1000,2317122,7540636,1000,-2040342,-3555915,1000,7915959,1117962,1000,-1841588,868568,1000,-3739920,-4990283,1000,739470,-1149194,1000,-1040855,671463,1000,-769489,3199181,1000,-1599658,-1148392,1000,7257137,-107009,1000
